Time 0	sarc.Sarc Const	Mark Time	Marks	
188.1362	1.7300			
188.1402	1.7300			
188.1442	1.7300			
188.1482	1.7300			
188.1522	1.7300			
188.1562	1.7300			
188.1602	1.7310			
188.1642	1.7300			
188.1682	1.7310			
188.1722	1.7310			
188.1762	1.7300			
188.1802	1.7320			
188.1842	1.7320			
188.1882	1.7310			
188.1922	1.7310			
188.1962	1.7310			
188.2002	1.7310			
188.2042	1.7310			
188.2082	1.7320			
188.2122	1.7320			
188.2163	1.7320			
188.2202	1.7320			
188.2242	1.7320			
188.2282	1.7320			
188.2322	1.7320			
188.2362	1.7320			
188.2402	1.7320			
188.2442	1.7320			
188.2482	1.7320			
188.2522	1.7320			
188.2564	1.7320			
188.2602	1.7320			
188.2642	1.7330			
188.2682	1.7330			
188.2722	1.7330			
188.2762	1.7320			
188.2802	1.7320			
188.2842	1.7320			
188.2882	1.7330			
188.2922	1.7320			
188.2962	1.7330			
188.3002	1.7320			
188.3042	1.7330			
188.3082	1.7320			
188.3122	1.7320			
188.3162	1.7330			
188.3202	1.7330			
188.3242	1.7330			
188.3282	1.7330			
188.3322	1.7330			
188.3362	1.7330			
188.3403	1.7330			
188.3442	1.7320			
188.3482	1.7330			
188.3522	1.7330			
188.3562	1.7330			
188.3602	1.7330			
188.3642	1.7320			
188.3682	1.7330			
188.3722	1.7330			
188.3762	1.7330			
188.3802	1.7330			
188.3842	1.7330			
188.3882	1.7330			
188.3922	1.7330			
188.3962	1.7330			
188.4002	1.7320			
188.4042	1.7330			
188.4082	1.7320			
188.4122	1.7330			
188.4162	1.7330			
188.4202	1.7330			
188.4243	1.7330			
188.4282	1.7330			
188.4322	1.7330			
188.4362	1.7330			
188.4402	1.7320			
188.4442	1.7320			
188.4482	1.7330			
188.4522	1.7330			
188.4562	1.7330			
188.4602	1.7330			
188.4642	1.7340			
188.4682	1.7330			
188.4722	1.7330			
188.4762	1.7330			
188.4802	1.7330			
188.4842	1.7330			
188.4882	1.7330			
188.4922	1.7330			
188.4962	1.7330			
188.5002	1.7330			
188.5042	1.7330			
188.5082	1.7330			
188.5122	1.7330			
188.5162	1.7330			
188.5202	1.7330			
188.5242	1.7330			
188.5282	1.7330			
188.5322	1.7330			
188.5362	1.7330			
188.5402	1.7330			
188.5442	1.7330			
188.5483	1.7330			
188.5522	1.7340			
188.5562	1.7330			
188.5602	1.7330			
188.5642	1.7330			
188.5682	1.7330			
188.5722	1.7330			
188.5762	1.7330			
188.5802	1.7330			
188.5842	1.7330			
188.5882	1.7330			
188.5922	1.7330			
188.5962	1.7340			
188.6002	1.7330			
188.6042	1.7330			
188.6082	1.7340			
188.6122	1.7330			
188.6162	1.7330			
188.6202	1.7330			
188.6242	1.7330			
188.6282	1.7330			
188.6322	1.7330			
188.6362	1.7330			
188.6402	1.7330			
188.6442	1.7330			
188.6482	1.7350			
188.6522	1.7330			
188.6562	1.7330			
188.6602	1.7330			
188.6642	1.7330			
188.6682	1.7330			
188.6722	1.7330			
188.6762	1.7330			
188.6802	1.7340			
188.6842	1.7330			
188.6882	1.7330			
188.6922	1.7340			
188.6962	1.7330			
188.7002	1.7330			
188.7042	1.7330			
188.7082	1.7340			
188.7122	1.7330			
188.7162	1.7330			
188.7202	1.7340			
188.7242	1.7340			
188.7282	1.7340			
188.7322	1.7330			
188.7362	1.7330			
188.7402	1.7330			
188.7442	1.7340			
188.7482	1.7330			
188.7522	1.7330			
188.7562	1.7340			
188.7602	1.7330			
188.7642	1.7340			
188.7682	1.7330			
188.7722	1.7340			
188.7762	1.7340			
188.7802	1.7340			
188.7842	1.7330			
188.7882	1.7330			
188.7922	1.7330			
188.7962	1.7340			
188.8002	1.7330			
188.8042	1.7330			
188.8082	1.7330			
188.8122	1.7340			
188.8162	1.7330			
188.8202	1.7330			
188.8242	1.7330			
188.8282	1.7340			
188.8322	1.7330			
188.8362	1.7330			
188.8403	1.7330			
188.8442	1.7330			
188.8482	1.7340			
188.8522	1.7340			
188.8562	1.7330			
188.8602	1.7330			
188.8642	1.7330			
188.8682	1.7330			
188.8722	1.7330			
188.8762	1.7330			
188.8802	1.7330			
188.8842	1.7330			
188.8882	1.7330			
188.8922	1.7330			
188.8962	1.7330			
188.9002	1.7330			
188.9042	1.7340			
188.9082	1.7330			
188.9122	1.7330			
188.9162	1.7330			
188.9202	1.7330			
188.9243	1.7330			
188.9282	1.7330			
188.9322	1.7340			
188.9362	1.7330			
188.9402	1.7330			
188.9442	1.7330			
188.9482	1.7330			
188.9522	1.7340			
188.9562	1.7330			
188.9602	1.7330			
188.9644	1.7330			
188.9682	1.7330			
188.9722	1.7330			
188.9762	1.7330			
188.9802	1.7330			
188.9842	1.7330			
188.9882	1.7330			
188.9922	1.7330			
188.9962	1.7330			
189.0002	1.7330			
189.0042	1.7330			
189.0083	1.7340			
189.0122	1.7340			
189.0162	1.7330			
189.0202	1.7330			
189.0242	1.7340			
189.0282	1.7330			
189.0322	1.7330			
189.0362	1.7330			
189.0402	1.7330			
189.0442	1.7330			
189.0483	1.7340			
189.0522	1.7330			
189.0562	1.7330			
189.0602	1.7330			
189.0642	1.7330			
189.0682	1.7330			
189.0722	1.7330			
189.0762	1.7330			
189.0802	1.7330			
189.0842	1.7330			
189.0883	1.7330			
189.0922	1.7330			
189.0962	1.7330			
189.1002	1.7330			
189.1042	1.7340			
189.1083	1.7330			
189.1122	1.7340			
189.1162	1.7330			
189.1202	1.7330			
189.1243	1.7330			
189.1282	1.7340			
189.1323	1.7330			
189.1362	1.7340			
189.1402	1.7340			
189.1442	1.7340			
189.1482	1.7330			
189.1522	1.7340			
189.1562	1.7330			
189.1602	1.7330			
189.1642	1.7330			
189.1682	1.7330			
189.1723	1.7330			
189.1763	1.7330			
189.1802	1.7330			
189.1842	1.7340			
189.1883	1.7330			
189.1922	1.7340			
189.1962	1.7330			
189.2003	1.7330			
189.2042	1.7330			
189.2082	1.7330			
189.2123	1.7330			
189.2163	1.7330			
189.2202	1.7330			
189.2242	1.7330			
189.2282	1.7330			
189.2322	1.7330			
189.2362	1.7330			
189.2402	1.7330			
189.2443	1.7330			
189.2482	1.7330			
189.2523	1.7340			
189.2564	1.7330			
189.2602	1.7330			
189.2642	1.7340			
189.2683	1.7340			
189.2722	1.7340			
189.2762	1.7340			
189.2802	1.7330			
189.2842	1.7340			
189.2882	1.7330			
189.2923	1.7340			
189.2963	1.7330			
189.3003	1.7330			
189.3042	1.7330			
189.3082	1.7340			
189.3123	1.7330			
189.3163	1.7340			
189.3202	1.7330			
189.3242	1.7340			
189.3283	1.7340			
189.3322	1.7340			
189.3363	1.7330			
189.3403	1.7330			
189.3443	1.7330			
189.3482	1.7340			
189.3522	1.7330			
189.3562	1.7340			
189.3602	1.7330			
189.3643	1.7330			
189.3682	1.7340			
189.3722	1.7340			
189.3763	1.7340			
189.3803	1.7330			
189.3842	1.7330			
189.3882	1.7340			
189.3923	1.7340			
189.3962	1.7340			
189.4002	1.7330			
189.4042	1.7340			
189.4083	1.7330			
189.4122	1.7340			
189.4163	1.7330			
189.4203	1.7330			
189.4243	1.7340			
189.4283	1.7340			
189.4322	1.7330			
189.4362	1.7340			
189.4403	1.7340			
189.4442	1.7330			
189.4482	1.7340			
189.4523	1.7340			
189.4563	1.7330			
189.4602	1.7340			
189.4644	1.7340			
189.4683	1.7330			
189.4723	1.7330			
189.4763	1.7350			
189.4803	1.7330			
189.4843	1.7340			
189.4883	1.7340			
189.4923	1.7340			
189.4963	1.7340			
189.5003	1.7330			
189.5043	1.7340			
189.5083	1.7340			
189.5123	1.7340			
189.5163	1.7340			
189.5203	1.7330			
189.5242	1.7340			
189.5283	1.7340			
189.5323	1.7340			
189.5363	1.7340			
189.5403	1.7340			
189.5443	1.7340			
189.5482	1.7340			
189.5523	1.7340			
189.5563	1.7330			
189.5603	1.7340			
189.5643	1.7330			
189.5683	1.7340			
189.5723	1.7340			
189.5763	1.7340			
189.5803	1.7330			
189.5843	1.7330			
189.5882	1.7330			
189.5923	1.7340			
189.5963	1.7330			
189.6002	1.7340			
189.6042	1.7330			
189.6082	1.7330			
189.6123	1.7340			
189.6163	1.7330			
189.6203	1.7340			
189.6243	1.7340			
189.6283	1.7330			
189.6323	1.7340			
189.6363	1.7340			
189.6403	1.7340			
189.6443	1.7340			
189.6483	1.7340			
189.6523	1.7340			
189.6563	1.7340			
189.6603	1.7330			
189.6643	1.7330			
189.6682	1.7340			
189.6724	1.7340			
189.6762	1.7330			
189.6803	1.7330			
189.6843	1.7340			
189.6883	1.7340			
189.6923	1.7340			
189.6963	1.7330			
189.7003	1.7330			
189.7043	1.7340			
189.7083	1.7340			
189.7123	1.7340			
189.7163	1.7340			
189.7203	1.7330			
189.7243	1.7340			
189.7283	1.7330			
189.7323	1.7340			
189.7363	1.7340			
189.7403	1.7340			
189.7443	1.7340			
189.7483	1.7340			
189.7523	1.7330			
189.7563	1.7330			
189.7603	1.7340			
189.7643	1.7340			
189.7683	1.7340			
189.7723	1.7340			
189.7763	1.7340			
189.7803	1.7330			
189.7843	1.7330			
189.7883	1.7340			
189.7923	1.7340			
189.7963	1.7350			
189.8003	1.7340			
189.8043	1.7340			
189.8083	1.7330			
189.8123	1.7340			
189.8163	1.7340			
189.8203	1.7330			
189.8243	1.7340			
189.8283	1.7330			
189.8323	1.7330			
189.8363	1.7340			
189.8403	1.7340			
189.8443	1.7340			
189.8483	1.7340			
189.8523	1.7330			
189.8563	1.7340			
189.8603	1.7340			
189.8643	1.7330			
189.8683	1.7330			
189.8723	1.7330			
189.8763	1.7340			
189.8802	1.7340			
189.8843	1.7340			
189.8883	1.7330			
189.8923	1.7340			
189.8963	1.7330			
189.9003	1.7330			
189.9043	1.7340			
189.9083	1.7310			
189.9123	1.7250			
189.9163	1.7130			
189.9203	1.7080			
189.9243	1.7030			
189.9283	1.6960			
189.9323	1.6940			
189.9363	1.6920			
189.9403	1.6920			
189.9443	1.6910			
189.9483	1.6930			
189.9523	1.6950			
189.9563	1.7000			
189.9603	1.7050			
189.9643	1.7080			
189.9683	1.7100			
189.9723	1.7130			
189.9763	1.7160			
189.9803	1.7200			
189.9843	1.7220			
189.9883	1.7240			
189.9923	1.7250			
189.9963	1.7260			
190.0003	1.7260			
190.0043	1.7270			
190.0082	1.7270			
190.0123	1.7280			
190.0163	1.7280			
190.0203	1.7280			
190.0243	1.7290			
190.0283	1.7290			
190.0323	1.7290			
190.0363	1.7290			
190.0403	1.7290			
190.0443	1.7290			
190.0482	1.7290			
190.0523	1.7300			
190.0563	1.7300			
190.0603	1.7300			
190.0643	1.7300			
190.0683	1.7310			
190.0723	1.7310			
190.0763	1.7310			
190.0803	1.7300			
190.0843	1.7310			
190.0882	1.7300			
190.0923	1.7310			
190.0963	1.7310			
190.1003	1.7310			
190.1043	1.7310			
190.1083	1.7310			
190.1123	1.7310			
190.1163	1.7320			
190.1203	1.7310			
190.1243	1.7320			
190.1283	1.7310			
190.1322	1.7320			
190.1363	1.7310			
190.1404	1.7320			
190.1443	1.7320			
190.1483	1.7310			
190.1523	1.7310			
190.1563	1.7320			
190.1603	1.7320			
190.1643	1.7320			
190.1683	1.7320			
190.1723	1.7320			
190.1763	1.7320			
190.1803	1.7320			
190.1843	1.7320			
190.1883	1.7320			
190.1923	1.7320			
190.1963	1.7320			
190.2003	1.7320			
190.2043	1.7320			
190.2083	1.7320			
190.2123	1.7320			
190.2162	1.7320			
190.2203	1.7330			
190.2243	1.7320			
190.2283	1.7330			
190.2323	1.7320			
190.2363	1.7330			
190.2403	1.7330			
190.2443	1.7330			
190.2483	1.7320			
190.2523	1.7330			
190.2562	1.7330			
190.2603	1.7330			
190.2643	1.7330			
190.2683	1.7330			
190.2723	1.7330			
190.2763	1.7320			
190.2803	1.7320			
190.2843	1.7330			
190.2883	1.7320			
190.2923	1.7320			
190.2963	1.7330			
190.3003	1.7330			
190.3043	1.7330			
190.3083	1.7330			
190.3123	1.7330			
190.3163	1.7330			
190.3203	1.7330			
190.3243	1.7330			
190.3283	1.7320			
190.3323	1.7330			
190.3363	1.7330			
190.3403	1.7340			
190.3443	1.7330			
190.3483	1.7330			
190.3523	1.7330			
190.3563	1.7330			
190.3603	1.7330			
190.3643	1.7320			
190.3683	1.7330			
190.3723	1.7330			
190.3763	1.7330			
190.3802	1.7330			
190.3843	1.7320			
190.3883	1.7320			
190.3923	1.7330			
190.3963	1.7330			
190.4003	1.7330			
190.4043	1.7330			
190.4083	1.7330			
190.4123	1.7330			
190.4163	1.7330			
190.4203	1.7330			
190.4242	1.7330			
190.4283	1.7330			
190.4323	1.7330			
190.4363	1.7330			
190.4403	1.7330			
190.4443	1.7330			
190.4483	1.7330			
190.4523	1.7330			
190.4563	1.7330			
190.4603	1.7330			
190.4643	1.7330			
190.4683	1.7330			
190.4723	1.7340			
190.4763	1.7330			
190.4803	1.7330			
190.4843	1.7330			
190.4883	1.7330			
190.4923	1.7330			
190.4963	1.7340			
190.5003	1.7330			
190.5043	1.7330			
190.5083	1.7330			
190.5123	1.7330			
190.5163	1.7340			
190.5203	1.7330			
190.5243	1.7330			
190.5283	1.7340			
190.5323	1.7330			
190.5363	1.7330			
190.5403	1.7330			
190.5443	1.7330			
190.5483	1.7330			
190.5523	1.7330			
190.5563	1.7330			
190.5603	1.7330			
190.5643	1.7330			
190.5683	1.7330			
190.5723	1.7330			
190.5763	1.7330			
190.5803	1.7330			
190.5843	1.7330			
190.5883	1.7340			
190.5923	1.7340			
190.5963	1.7330			
190.6003	1.7330			
190.6043	1.7330			
190.6083	1.7340			
190.6123	1.7330			
190.6163	1.7340			
190.6203	1.7340			
190.6243	1.7330			
190.6283	1.7330			
190.6323	1.7330			
190.6363	1.7330			
190.6403	1.7330			
190.6443	1.7330			
190.6483	1.7330			
190.6523	1.7330			
190.6563	1.7330			
190.6603	1.7330			
190.6643	1.7330			
190.6683	1.7330			
190.6724	1.7330			
190.6763	1.7330			
190.6803	1.7330			
190.6843	1.7330			
190.6883	1.7330			
190.6923	1.7330			
190.6963	1.7330			
190.7003	1.7330			
190.7043	1.7330			
190.7083	1.7330			
190.7123	1.7330			
190.7163	1.7340			
190.7203	1.7330			
190.7243	1.7330			
190.7283	1.7330			
190.7323	1.7330			
190.7363	1.7330			
190.7403	1.7330			
190.7443	1.7340			
190.7483	1.7330			
190.7523	1.7340			
190.7563	1.7330			
190.7603	1.7330			
190.7643	1.7330			
190.7683	1.7330			
190.7723	1.7330			
190.7763	1.7330			
190.7803	1.7330			
190.7843	1.7330			
190.7883	1.7330			
190.7923	1.7330			
190.7963	1.7330			
190.8003	1.7330			
190.8043	1.7330			
190.8083	1.7340			
190.8123	1.7340			
190.8163	1.7340			
190.8203	1.7340			
190.8243	1.7330			
190.8283	1.7340			
190.8323	1.7330			
190.8363	1.7340			
190.8403	1.7330			
190.8443	1.7330			
190.8483	1.7330			
190.8523	1.7330			
190.8563	1.7340			
190.8603	1.7340			
190.8643	1.7340			
190.8683	1.7330			
190.8723	1.7330			
190.8763	1.7330			
190.8803	1.7340			
190.8843	1.7340			
190.8883	1.7340			
190.8923	1.7330			
190.8963	1.7330			
190.9003	1.7330			
190.9043	1.7330			
190.9083	1.7330			
190.9123	1.7330			
190.9163	1.7330			
190.9203	1.7330			
190.9242	1.7330			
190.9283	1.7330			
190.9323	1.7330			
190.9363	1.7340			
190.9403	1.7340			
190.9443	1.7330			
190.9483	1.7340			
190.9523	1.7330			
190.9563	1.7330			
190.9603	1.7330			
190.9642	1.7340			
190.9683	1.7330			
190.9723	1.7330			
190.9763	1.7340			
190.9803	1.7330			
190.9843	1.7330			
190.9883	1.7330			
190.9923	1.7340			
190.9963	1.7330			
191.0003	1.7330			
191.0043	1.7330			
191.0083	1.7330			
191.0123	1.7340			
191.0163	1.7330			
191.0203	1.7330			
191.0243	1.7330			
191.0283	1.7330			
191.0323	1.7330			
191.0363	1.7340			
191.0403	1.7340			
191.0443	1.7330			
191.0483	1.7330			
191.0523	1.7340			
191.0563	1.7340			
191.0603	1.7340			
191.0643	1.7330			
191.0683	1.7330			
191.0723	1.7340			
191.0763	1.7330			
191.0803	1.7330			
191.0843	1.7330			
191.0883	1.7330			
191.0923	1.7330			
191.0963	1.7330			
191.1003	1.7330			
191.1043	1.7340			
191.1083	1.7330			
191.1123	1.7330			
191.1163	1.7330			
191.1203	1.7330			
191.1243	1.7340			
191.1283	1.7330			
191.1322	1.7330			
191.1363	1.7330			
191.1403	1.7340			
191.1443	1.7330			
191.1483	1.7340			
191.1523	1.7340			
191.1563	1.7330			
191.1603	1.7340			
191.1643	1.7330			
191.1683	1.7330			
191.1723	1.7330			
191.1763	1.7340			
191.1803	1.7340			
191.1843	1.7340			
191.1883	1.7340			
191.1923	1.7330			
191.1963	1.7340			
191.2003	1.7330			
191.2043	1.7330			
191.2083	1.7330			
191.2123	1.7330			
191.2163	1.7340			
191.2203	1.7340			
191.2243	1.7340			
191.2283	1.7330			
191.2323	1.7330			
191.2363	1.7350			
191.2403	1.7340			
191.2443	1.7340			
191.2483	1.7330			
191.2523	1.7340			
191.2563	1.7330			
191.2603	1.7330			
191.2643	1.7330			
191.2683	1.7330			
191.2723	1.7330			
191.2763	1.7330			
191.2803	1.7340			
191.2843	1.7340			
191.2883	1.7340			
191.2923	1.7330			
191.2963	1.7330			
191.3003	1.7330			
191.3043	1.7330			
191.3083	1.7340			
191.3123	1.7330			
191.3163	1.7340			
191.3203	1.7330			
191.3243	1.7330			
191.3283	1.7330			
191.3323	1.7340			
191.3363	1.7340			
191.3403	1.7330			
191.3443	1.7330			
191.3483	1.7340			
191.3523	1.7340			
191.3563	1.7330			
191.3603	1.7330			
191.3643	1.7340			
191.3683	1.7340			
191.3723	1.7340			
191.3763	1.7340			
191.3803	1.7330			
191.3843	1.7330			
191.3883	1.7330			
191.3923	1.7330			
191.3963	1.7340			
191.4003	1.7340			
191.4043	1.7340			
191.4083	1.7330			
191.4123	1.7340			
191.4163	1.7340			
191.4203	1.7340			
191.4242	1.7330			
191.4283	1.7330			
191.4323	1.7330			
191.4363	1.7340			
191.4403	1.7340			
191.4443	1.7330			
191.4483	1.7340			
191.4523	1.7340			
191.4563	1.7340			
191.4603	1.7340			
191.4643	1.7340			
191.4683	1.7340			
191.4723	1.7340			
191.4763	1.7340			
191.4803	1.7330			
191.4843	1.7340			
191.4883	1.7340			
191.4923	1.7340			
191.4963	1.7340			
191.5003	1.7340			
191.5043	1.7340			
191.5083	1.7340			
191.5123	1.7330			
191.5163	1.7330			
191.5203	1.7340			
191.5243	1.7340			
191.5283	1.7340			
191.5323	1.7330			
191.5363	1.7330			
191.5403	1.7340			
191.5443	1.7350			
191.5483	1.7330			
191.5523	1.7340			
191.5563	1.7340			
191.5603	1.7330			
191.5643	1.7340			
191.5683	1.7330			
191.5723	1.7340			
191.5763	1.7340			
191.5803	1.7340			
191.5843	1.7340			
191.5883	1.7340			
191.5923	1.7330			
191.5963	1.7340			
191.6003	1.7340			
191.6043	1.7330			
191.6083	1.7330			
191.6123	1.7340			
191.6163	1.7330			
191.6203	1.7340			
191.6243	1.7330			
191.6283	1.7330			
191.6323	1.7330			
191.6363	1.7340			
191.6403	1.7330			
191.6443	1.7330			
191.6483	1.7330			
191.6523	1.7330			
191.6563	1.7330			
191.6603	1.7330			
191.6643	1.7340			
191.6683	1.7330			
191.6724	1.7340			
191.6763	1.7340			
191.6803	1.7330			
191.6843	1.7340			
191.6883	1.7340			
191.6923	1.7330			
191.6963	1.7330			
191.7003	1.7330			
191.7043	1.7340			
191.7083	1.7340			
191.7123	1.7340			
191.7163	1.7330			
191.7203	1.7350			
191.7243	1.7340			
191.7283	1.7340			
191.7323	1.7330			
191.7363	1.7330			
191.7403	1.7340			
191.7443	1.7330			
191.7483	1.7340			
191.7523	1.7330			
191.7564	1.7340			
191.7603	1.7330			
191.7643	1.7340			
191.7683	1.7340			
191.7723	1.7330			
191.7763	1.7340			
191.7803	1.7340			
191.7843	1.7330			
191.7883	1.7340			
191.7923	1.7330			
191.7963	1.7340			
191.8003	1.7330			
191.8043	1.7330			
191.8083	1.7330			
191.8123	1.7330			
191.8163	1.7330			
191.8203	1.7330			
191.8243	1.7330			
191.8283	1.7280			
191.8323	1.7190			
191.8363	1.7100			
191.8403	1.7060			
191.8443	1.7000			
191.8483	1.6950			
191.8523	1.6940			
191.8563	1.6930			
191.8603	1.6930			
191.8643	1.6940			
191.8683	1.6960			
191.8723	1.6990			
191.8763	1.7050			
191.8804	1.7080			
191.8843	1.7110			
191.8883	1.7140			
191.8923	1.7150			
191.8963	1.7200			
191.9003	1.7230			
191.9043	1.7240			
191.9083	1.7250			
191.9123	1.7260			
191.9163	1.7260			
191.9203	1.7270			
191.9243	1.7270			
191.9283	1.7270			
191.9323	1.7280			
191.9363	1.7280			
191.9403	1.7280			
191.9443	1.7280			
191.9483	1.7290			
191.9523	1.7290			
191.9563	1.7290			
191.9603	1.7300			
191.9644	1.7290			
191.9683	1.7300			
191.9723	1.7300			
191.9763	1.7300			
191.9803	1.7310			
191.9843	1.7300			
191.9883	1.7310			
191.9923	1.7300			
191.9963	1.7300			
192.0003	1.7310			
192.0043	1.7310			
192.0083	1.7310			
192.0123	1.7310			
192.0163	1.7310			
192.0203	1.7310			
192.0243	1.7310			
192.0283	1.7310			
192.0323	1.7310			
192.0363	1.7320			
192.0403	1.7320			
192.0443	1.7320			
192.0484	1.7320			
192.0523	1.7320			
192.0563	1.7320			
192.0603	1.7310			
192.0643	1.7310			
192.0683	1.7310			
192.0723	1.7320			
192.0763	1.7320			
192.0803	1.7320			
192.0843	1.7310			
192.0884	1.7320			
192.0923	1.7330			
192.0963	1.7320			
192.1003	1.7320			
192.1043	1.7320			
192.1083	1.7320			
192.1123	1.7320			
192.1163	1.7320			
192.1203	1.7320			
192.1243	1.7320			
192.1283	1.7320			
192.1323	1.7330			
192.1363	1.7320			
192.1403	1.7330			
192.1443	1.7320			
192.1483	1.7330			
192.1523	1.7330			
192.1563	1.7320			
192.1603	1.7330			
192.1643	1.7330			
192.1683	1.7330			
192.1724	1.7320			
192.1763	1.7320			
192.1803	1.7330			
192.1843	1.7320			
192.1883	1.7330			
192.1923	1.7330			
192.1963	1.7330			
192.2003	1.7330			
192.2043	1.7330			
192.2083	1.7330			
192.2123	1.7320			
192.2163	1.7330			
192.2203	1.7330			
192.2243	1.7330			
192.2283	1.7330			
192.2323	1.7330			
192.2363	1.7330			
192.2403	1.7320			
192.2443	1.7330			
192.2483	1.7330			
192.2523	1.7330			
192.2564	1.7330			
192.2603	1.7330			
192.2643	1.7330			
192.2683	1.7330			
192.2723	1.7330			
192.2763	1.7330			
192.2803	1.7320			
192.2843	1.7340			
192.2883	1.7330			
192.2923	1.7330			
192.2963	1.7330			
192.3003	1.7330			
192.3043	1.7330			
192.3083	1.7330			
192.3123	1.7330			
192.3163	1.7330			
192.3203	1.7330			
192.3243	1.7330			
192.3283	1.7330			
192.3323	1.7330			
192.3363	1.7330			
192.3403	1.7330			
192.3443	1.7330			
192.3483	1.7330			
192.3523	1.7330			
192.3563	1.7330			
192.3603	1.7330			
192.3643	1.7330			
192.3683	1.7330			
192.3723	1.7320			
192.3763	1.7330			
192.3804	1.7330			
192.3843	1.7330			
192.3883	1.7330			
192.3923	1.7330			
192.3963	1.7330			
192.4003	1.7330			
192.4043	1.7330			
192.4083	1.7340			
192.4123	1.7330			
192.4163	1.7330			
192.4203	1.7330			
192.4243	1.7330			
192.4283	1.7330			
192.4323	1.7340			
192.4363	1.7330			
192.4403	1.7330			
192.4443	1.7330			
192.4483	1.7330			
192.4523	1.7330			
192.4563	1.7330			
192.4603	1.7330			
192.4644	1.7330			
192.4683	1.7330			
192.4723	1.7330			
192.4763	1.7330			
192.4803	1.7330			
192.4843	1.7330			
192.4883	1.7330			
192.4923	1.7340			
192.4963	1.7330			
192.5003	1.7330			
192.5043	1.7330			
192.5083	1.7330			
192.5123	1.7330			
192.5163	1.7330			
192.5203	1.7340			
192.5243	1.7330			
192.5283	1.7330			
192.5323	1.7330			
192.5363	1.7330			
192.5403	1.7330			
192.5443	1.7330			
192.5483	1.7330			
192.5523	1.7330			
192.5563	1.7330			
192.5603	1.7330			
192.5643	1.7330			
192.5683	1.7330			
192.5723	1.7340			
192.5763	1.7330			
192.5803	1.7340			
192.5843	1.7340			
192.5884	1.7330			
192.5923	1.7330			
192.5963	1.7330			
192.6003	1.7330			
192.6043	1.7330			
192.6083	1.7330			
192.6123	1.7330			
192.6163	1.7330			
192.6203	1.7340			
192.6243	1.7340			
192.6283	1.7340			
192.6323	1.7330			
192.6363	1.7340			
192.6403	1.7330			
192.6443	1.7330			
192.6483	1.7330			
192.6523	1.7340			
192.6563	1.7330			
192.6603	1.7330			
192.6644	1.7330			
192.6684	1.7330			
192.6724	1.7340			
192.6764	1.7330			
192.6804	1.7330			
192.6844	1.7340			
192.6884	1.7340			
192.6924	1.7330			
192.6964	1.7330			
192.7004	1.7330			
192.7044	1.7330			
192.7084	1.7330			
192.7124	1.7330			
192.7164	1.7330			
192.7204	1.7330			
192.7244	1.7330			
192.7284	1.7340			
192.7324	1.7340			
192.7364	1.7330			
192.7404	1.7340			
192.7444	1.7340			
192.7484	1.7340			
192.7524	1.7330			
192.7564	1.7330			
192.7604	1.7330			
192.7644	1.7330			
192.7684	1.7340			
192.7724	1.7330			
192.7764	1.7330			
192.7804	1.7330			
192.7844	1.7330			
192.7884	1.7330			
192.7924	1.7340			
192.7964	1.7330			
192.8004	1.7330			
192.8044	1.7330			
192.8084	1.7340			
192.8124	1.7330			
192.8164	1.7330			
192.8204	1.7330			
192.8244	1.7340			
192.8284	1.7330			
192.8324	1.7340			
192.8364	1.7330			
192.8404	1.7330			
192.8444	1.7340			
192.8484	1.7330			
192.8524	1.7330			
192.8564	1.7330			
192.8604	1.7330			
192.8644	1.7330			
192.8684	1.7330			
192.8724	1.7340			
192.8764	1.7330			
192.8804	1.7330			
192.8844	1.7330			
192.8884	1.7340			
192.8924	1.7340			
192.8964	1.7330			
192.9004	1.7330			
192.9044	1.7330			
192.9084	1.7330			
192.9124	1.7340			
192.9164	1.7330			
192.9204	1.7330			
192.9244	1.7330			
192.9284	1.7340			
192.9324	1.7330			
192.9364	1.7340			
192.9404	1.7330			
192.9444	1.7340			
192.9484	1.7340			
192.9524	1.7340			
192.9564	1.7330			
192.9604	1.7330			
192.9645	1.7330			
192.9684	1.7330			
192.9724	1.7330			
192.9764	1.7330			
192.9804	1.7340			
192.9844	1.7330			
192.9884	1.7340			
192.9924	1.7330			
192.9964	1.7330			
193.0004	1.7330			
193.0044	1.7340			
193.0084	1.7330			
193.0124	1.7340			
193.0164	1.7340			
193.0204	1.7340			
193.0244	1.7330			
193.0284	1.7340			
193.0324	1.7330			
193.0364	1.7340			
193.0404	1.7330			
193.0444	1.7340			
193.0485	1.7330			
193.0524	1.7340			
193.0564	1.7330			
193.0604	1.7340			
193.0644	1.7330			
193.0684	1.7340			
193.0724	1.7340			
193.0764	1.7340			
193.0804	1.7340			
193.0844	1.7330			
193.0885	1.7340			
193.0924	1.7330			
193.0964	1.7340			
193.1004	1.7340			
193.1044	1.7330			
193.1084	1.7330			
193.1124	1.7340			
193.1164	1.7340			
193.1204	1.7340			
193.1244	1.7330			
193.1284	1.7340			
193.1324	1.7330			
193.1364	1.7340			
193.1404	1.7330			
193.1444	1.7330			
193.1484	1.7340			
193.1524	1.7340			
193.1564	1.7340			
193.1604	1.7340			
193.1644	1.7340			
193.1684	1.7330			
193.1725	1.7340			
193.1764	1.7340			
193.1804	1.7340			
193.1844	1.7330			
193.1884	1.7330			
193.1924	1.7340			
193.1964	1.7330			
193.2004	1.7340			
193.2044	1.7340			
193.2084	1.7340			
193.2124	1.7350			
