Time 0	sarc.Sarc Const	Mark Time	Marks	
0.1881	1.6260	46.2077	Pacer[TTL]	
0.1921	1.6100	48.1238	Pacer[TTL]	
0.1961	1.6000	48.1247	Pacer[TTL]	
0.2001	1.5880	50.0418	Pacer[TTL]	
0.2041	1.5720	50.0427	Pacer[TTL]	
0.2081	1.5650	51.9597	Pacer[TTL]	
0.2121	1.5550	51.9607	Pacer[TTL]	
0.2161	1.5440	53.8777	Pacer[TTL]	
0.2201	1.5400	53.8787	Pacer[TTL]	
0.2241	1.5380	55.7948	Pacer[TTL]	
0.2281	1.5370	55.7968	Pacer[TTL]	
0.2321	1.5360	57.7127	Pacer[TTL]	
0.2361	1.5380	57.7137	Pacer[TTL]	
0.2401	1.5400	59.6307	Pacer[TTL]	
0.2441	1.5480	59.6317	Pacer[TTL]	
0.2481	1.5630	61.5487	Pacer[TTL]	
0.2521	1.5710	61.5498	Pacer[TTL]	
0.2561	1.5890	63.4667	Pacer[TTL]	
0.2601	1.6010	63.4678	Pacer[TTL]	
0.2641	1.6080	65.3838	Pacer[TTL]	
0.2681	1.6160	65.3847	Pacer[TTL]	
0.2721	1.6270	67.3017	Pacer[TTL]	
0.2761	1.6300	67.3028	Pacer[TTL]	
0.2801	1.6310	69.2198	Pacer[TTL]	
0.2841	1.6310	69.2207	Pacer[TTL]	
0.2881	1.6320	71.1377	Pacer[TTL]	
0.2921	1.6320	71.1388	Pacer[TTL]	
0.2961	1.6320	73.0547	Pacer[TTL]	
0.3001	1.6330	73.0558	Pacer[TTL]	
0.3041	1.6330	74.9728	Pacer[TTL]	
0.3081	1.6340	74.9737	Pacer[TTL]	
0.3121	1.6340	76.8907	Pacer[TTL]	
0.3161	1.6340	76.8918	Pacer[TTL]	
0.3201	1.6340	78.8088	Pacer[TTL]	
0.3241	1.6350	78.8097	Pacer[TTL]	
0.3281	1.6350	80.7258	Pacer[TTL]	
0.3321	1.6350	80.7278	Pacer[TTL]	
0.3361	1.6350	82.6437	Pacer[TTL]	
0.3401	1.6350	82.6448	Pacer[TTL]	
0.3441	1.6350	84.5618	Pacer[TTL]	
0.3481	1.6350	84.5627	Pacer[TTL]	
0.3521	1.6350	86.4797	Pacer[TTL]	
0.3561	1.6350	86.4808	Pacer[TTL]	
0.3601	1.6360	88.3978	Pacer[TTL]	
0.3641	1.6360	88.3988	Pacer[TTL]	
0.3681	1.6360	90.3148	Pacer[TTL]	
0.3721	1.6360	90.3157	Pacer[TTL]	
0.3761	1.6360	92.2327	Pacer[TTL]	
0.3801	1.6360	92.2338	Pacer[TTL]	
0.3841	1.6370	94.1508	Pacer[TTL]	
0.3881	1.6370	94.1518	Pacer[TTL]	
0.3921	1.6370	96.0687	Pacer[TTL]	
0.3961	1.6370	96.0697	Pacer[TTL]	
0.4001	1.6370	97.9857	Pacer[TTL]	
0.4041	1.6370	97.9868	Pacer[TTL]	
0.4081	1.6370	99.9038	Pacer[TTL]	
0.4121	1.6380	99.9048	Pacer[TTL]	
0.4161	1.6370	101.8217	Pacer[TTL]	
0.4201	1.6360	101.8227	Pacer[TTL]	
0.4241	1.6370	103.7398	Pacer[TTL]	
0.4281	1.6370	103.7408	Pacer[TTL]	
0.4321	1.6360	105.6568	Pacer[TTL]	
0.4361	1.6370	105.6587	Pacer[TTL]	
0.4401	1.6370	107.5747	Pacer[TTL]	
0.4441	1.6360	107.5757	Pacer[TTL]	
0.4481	1.6360	109.4928	Pacer[TTL]	
0.4521	1.6350	109.4938	Pacer[TTL]	
0.4561	1.6350	111.4107	Pacer[TTL]	
0.4601	1.6340	111.4117	Pacer[TTL]	
0.4641	1.6340	113.3287	Pacer[TTL]	
0.4681	1.6340	113.3298	Pacer[TTL]	
0.4721	1.6340	115.2458	Pacer[TTL]	
0.4761	1.6330	115.2468	Pacer[TTL]	
0.4801	1.6340	117.1637	Pacer[TTL]	
0.4841	1.6340	117.1647	Pacer[TTL]	
0.4881	1.6340	119.0817	Pacer[TTL]	
0.4921	1.6340	119.0828	Pacer[TTL]	
0.4961	1.6340	120.9998	Pacer[TTL]	
0.5001	1.6330	121.0007	Pacer[TTL]	
0.5041	1.6340	122.9167	Pacer[TTL]	
0.5081	1.6330	122.9177	Pacer[TTL]	
0.5121	1.6330	124.8347	Pacer[TTL]	
0.5161	1.6330	124.8358	Pacer[TTL]	
0.5201	1.6330	126.7528	Pacer[TTL]	
0.5241	1.6330	126.7537	Pacer[TTL]	
0.5281	1.6340	128.6707	Pacer[TTL]	
0.5321	1.6330	128.6718	Pacer[TTL]	
0.5361	1.6330	130.5877	Pacer[TTL]	
0.5401	1.6330	130.5898	Pacer[TTL]	
0.5441	1.6330	132.5058	Pacer[TTL]	
0.5481	1.6330	132.5068	Pacer[TTL]	
0.5521	1.6340	134.4238	Pacer[TTL]	
0.5561	1.6330	134.4247	Pacer[TTL]	
0.5601	1.6340	136.3417	Pacer[TTL]	
0.5641	1.6330	136.3427	Pacer[TTL]	
0.5681	1.6330	138.2597	Pacer[TTL]	
0.5721	1.6340	138.2608	Pacer[TTL]	
0.5761	1.6330	140.1767	Pacer[TTL]	
0.5801	1.6340	140.1778	Pacer[TTL]	
0.5841	1.6330	142.0948	Pacer[TTL]	
0.5881	1.6330	142.0958	Pacer[TTL]	
0.5921	1.6330	144.0128	Pacer[TTL]	
0.5961	1.6330	144.0137	Pacer[TTL]	
0.6001	1.6320	145.9307	Pacer[TTL]	
0.6041	1.6320	145.9317	Pacer[TTL]	
0.6081	1.6330	147.8477	Pacer[TTL]	
0.6121	1.6330	147.8487	Pacer[TTL]	
0.6161	1.6330	149.7657	Pacer[TTL]	
0.6201	1.6330	149.7668	Pacer[TTL]	
0.6241	1.6320	151.6838	Pacer[TTL]	
0.6281	1.6320	151.6848	Pacer[TTL]	
0.6321	1.6320	153.6018	Pacer[TTL]	
0.6361	1.6320	153.6027	Pacer[TTL]	
0.6401	1.6320	155.5188	Pacer[TTL]	
0.6441	1.6320	155.5207	Pacer[TTL]	
0.6481	1.6320	157.4367	Pacer[TTL]	
0.6521	1.6330	157.4377	Pacer[TTL]	
0.6561	1.6330	159.3547	Pacer[TTL]	
0.6601	1.6330	159.3558	Pacer[TTL]	
0.6641	1.6330	161.2728	Pacer[TTL]	
0.6681	1.6330	161.2738	Pacer[TTL]	
0.6721	1.6330	163.1908	Pacer[TTL]	
0.6761	1.6330	163.1918	Pacer[TTL]	
0.6801	1.6340	165.1078	Pacer[TTL]	
0.6841	1.6340	165.1087	Pacer[TTL]	
0.6881	1.6340	167.0257	Pacer[TTL]	
0.6921	1.6340	167.0267	Pacer[TTL]	
0.6961	1.6330	168.9437	Pacer[TTL]	
0.7001	1.6330	168.9447	Pacer[TTL]	
0.7041	1.6340	170.8618	Pacer[TTL]	
0.7081	1.6330	170.8628	Pacer[TTL]	
0.7121	1.6340	172.7788	Pacer[TTL]	
0.7161	1.6330	172.7798	Pacer[TTL]	
0.7201	1.6330	174.6968	Pacer[TTL]	
0.7241	1.6330	174.6978	Pacer[TTL]	
0.7281	1.6340	176.6147	Pacer[TTL]	
0.7321	1.6340	176.6157	Pacer[TTL]	
0.7361	1.6340	178.5327	Pacer[TTL]	
0.7401	1.6340	178.5337	Pacer[TTL]	
0.7441	1.6330	180.4497	Pacer[TTL]	
0.7481	1.6330	180.4518	Pacer[TTL]	
0.7521	1.6340	182.3678	Pacer[TTL]	
0.7561	1.6340	182.3688	Pacer[TTL]	
0.7601	1.6330	184.2858	Pacer[TTL]	
0.7641	1.6340	184.2868	Pacer[TTL]	
0.7681	1.6330	186.2038	Pacer[TTL]	
0.7721	1.6340	186.2047	Pacer[TTL]	
0.7761	1.6330	188.1207	Pacer[TTL]	
0.7801	1.6330	188.1227	Pacer[TTL]	
0.7841	1.6340	190.0387	Pacer[TTL]	
0.7881	1.6330	190.0397	Pacer[TTL]	
0.7921	1.6340	191.9567	Pacer[TTL]	
0.7961	1.6340	191.9578	Pacer[TTL]	
0.8001	1.6340	193.8748	Pacer[TTL]	
0.8041	1.6350	193.8758	Pacer[TTL]	
0.8081	1.6340	195.7928	Pacer[TTL]	
0.8121	1.6350	195.7937	Pacer[TTL]	
0.8161	1.6350	197.7098	Pacer[TTL]	
0.8201	1.6350	197.7107	Pacer[TTL]	
0.8241	1.6350	199.6277	Pacer[TTL]	
0.8281	1.6350	199.6287	Pacer[TTL]	
0.8321	1.6340	201.5457	Pacer[TTL]	
0.8361	1.6350	201.5468	Pacer[TTL]	
0.8401	1.6350	203.4638	Pacer[TTL]	
0.8441	1.6350	203.4648	Pacer[TTL]	
0.8481	1.6340	205.3808	Pacer[TTL]	
0.8521	1.6350	205.3827	Pacer[TTL]	
0.8561	1.6340	207.2988	Pacer[TTL]	
0.8601	1.6340	207.2997	Pacer[TTL]	
0.8641	1.6340	209.2167	Pacer[TTL]	
0.8681	1.6340	209.2177	Pacer[TTL]	
0.8721	1.6350	211.1347	Pacer[TTL]	
0.8761	1.6340	211.1358	Pacer[TTL]	
0.8801	1.6350	213.0517	Pacer[TTL]	
0.8841	1.6350	213.0538	Pacer[TTL]	
0.8881	1.6340	214.9698	Pacer[TTL]	
0.8921	1.6340	214.9708	Pacer[TTL]	
0.8961	1.6350	216.8878	Pacer[TTL]	
0.9001	1.6340	216.8887	Pacer[TTL]	
0.9041	1.6340	218.8057	Pacer[TTL]	
0.9081	1.6340	218.8067	Pacer[TTL]	
0.9121	1.6350	220.7237	Pacer[TTL]	
0.9161	1.6340	220.7248	Pacer[TTL]	
0.9201	1.6340	222.6407	Pacer[TTL]	
0.9241	1.6340	222.6418	Pacer[TTL]	
0.9281	1.6350	224.5588	Pacer[TTL]	
0.9321	1.6340	224.5598	Pacer[TTL]	
0.9361	1.6350	226.4768	Pacer[TTL]	
0.9401	1.6340	226.4777	Pacer[TTL]	
0.9441	1.6350	228.3947	Pacer[TTL]	
0.9481	1.6350	228.3957	Pacer[TTL]	
0.9521	1.6340	230.3117	Pacer[TTL]	
0.9561	1.6350	230.3127	Pacer[TTL]	
0.9601	1.6350	232.2297	Pacer[TTL]	
0.9641	1.6340	232.2308	Pacer[TTL]	
0.9681	1.6340	234.1478	Pacer[TTL]	
0.9721	1.6340	234.1488	Pacer[TTL]	
0.9761	1.6330	236.0658	Pacer[TTL]	
0.9801	1.6340	236.0668	Pacer[TTL]	
0.9841	1.6340	237.9828	Pacer[TTL]	
0.9881	1.6330	237.9847	Pacer[TTL]	
0.9921	1.6330	239.9007	Pacer[TTL]	
0.9961	1.6330	239.9017	Pacer[TTL]	
1.0001	1.6330	241.8187	Pacer[TTL]	
1.0041	1.6330	241.8197	Pacer[TTL]	
1.0081	1.6320	243.7368	Pacer[TTL]	
1.0121	1.6320	243.7378	Pacer[TTL]	
1.0161	1.6330	245.6548	Pacer[TTL]	
1.0201	1.6320	245.6558	Pacer[TTL]	
1.0241	1.6330	247.5718	Pacer[TTL]	
1.0281	1.6330	247.5728	Pacer[TTL]	
1.0321	1.6320	249.4897	Pacer[TTL]	
1.0361	1.6330	249.4907	Pacer[TTL]	
1.0401	1.6320	251.4077	Pacer[TTL]	
1.0441	1.6320	251.4087	Pacer[TTL]	
1.0481	1.6330	253.3257	Pacer[TTL]	
1.0521	1.6320	253.3268	Pacer[TTL]	
1.0561	1.6330	255.2428	Pacer[TTL]	
1.0601	1.6330	255.2438	Pacer[TTL]	
1.0641	1.6320	257.1608	Pacer[TTL]	
1.0681	1.6320	257.1617	Pacer[TTL]	
1.0721	1.6330	259.0788	Pacer[TTL]	
1.0761	1.6330	259.0797	Pacer[TTL]	
1.0801	1.6340	260.9968	Pacer[TTL]	
1.0841	1.6330	260.9977	Pacer[TTL]	
1.0881	1.6340	262.9137	Pacer[TTL]	
1.0921	1.6340	262.9158	Pacer[TTL]	
1.0961	1.6330	264.8317	Pacer[TTL]	
1.1001	1.6330	264.8327	Pacer[TTL]	
1.1041	1.6330	266.7498	Pacer[TTL]	
1.1081	1.6330	266.7507	Pacer[TTL]	
1.1121	1.6320	268.6678	Pacer[TTL]	
1.1161	1.6320	268.6687	Pacer[TTL]	
1.1201	1.6330	270.5858	Pacer[TTL]	
1.1241	1.6330	270.5867	Pacer[TTL]	
1.1281	1.6330	272.5027	Pacer[TTL]	
1.1321	1.6340	272.5038	Pacer[TTL]	
1.1361	1.6340	274.4207	Pacer[TTL]	
1.1401	1.6330	274.4217	Pacer[TTL]	
1.1441	1.6330	276.3388	Pacer[TTL]	
1.1481	1.6330	276.3397	Pacer[TTL]	
1.1521	1.6340	278.2568	Pacer[TTL]	
1.1561	1.6340	278.2577	Pacer[TTL]	
1.1601	1.6340	280.1737	Pacer[TTL]	
1.1641	1.6340	280.1748	Pacer[TTL]	
1.1681	1.6340	282.0917	Pacer[TTL]	
1.1721	1.6340	282.0928	Pacer[TTL]	
1.1761	1.6340	284.0097	Pacer[TTL]	
1.1801	1.6340	284.0107	Pacer[TTL]	
1.1841	1.6330	285.9278	Pacer[TTL]	
1.1881	1.6330	285.9287	Pacer[TTL]	
1.1921	1.6330	287.8447	Pacer[TTL]	
1.1961	1.6330	287.8467	Pacer[TTL]	
1.2001	1.6330	289.7627	Pacer[TTL]	
1.2041	1.6320	289.7638	Pacer[TTL]	
1.2081	1.6330	291.6807	Pacer[TTL]	
1.2121	1.6330	291.6818	Pacer[TTL]	
1.2161	1.6330	293.5987	Pacer[TTL]	
1.2201	1.6330	293.5997	Pacer[TTL]	
1.2241	1.6320	295.5168	Pacer[TTL]	
1.2281	1.6330	295.5177	Pacer[TTL]	
1.2321	1.6330	297.4337	Pacer[TTL]	
1.2361	1.6320	297.4348	Pacer[TTL]	
1.2401	1.6330	299.3517	Pacer[TTL]	
1.2441	1.6320	299.3528	Pacer[TTL]	
1.2481	1.6330	301.2697	Pacer[TTL]	
1.2521	1.6320	301.2708	Pacer[TTL]	
1.2561	1.6320	303.1877	Pacer[TTL]	
1.2601	1.6330	303.1888	Pacer[TTL]	
1.2641	1.6320	305.1048	Pacer[TTL]	
1.2681	1.6330	305.1058	Pacer[TTL]	
1.2721	1.6330	307.0227	Pacer[TTL]	
1.2761	1.6330	307.0238	Pacer[TTL]	
1.2801	1.6320	308.9407	Pacer[TTL]	
1.2841	1.6320	308.9418	Pacer[TTL]	
1.2881	1.6320	310.8587	Pacer[TTL]	
1.2921	1.6320	310.8598	Pacer[TTL]	
1.2961	1.6310	312.7758	Pacer[TTL]	
1.3001	1.6310	312.7778	Pacer[TTL]	
1.3041	1.6300	314.6938	Pacer[TTL]	
1.3081	1.6300	314.6947	Pacer[TTL]	
1.3121	1.6300	316.6117	Pacer[TTL]	
1.3161	1.6300	316.6128	Pacer[TTL]	
1.3201	1.6300	318.5297	Pacer[TTL]	
1.3241	1.6300	318.5308	Pacer[TTL]	
1.3281	1.6310	320.4477	Pacer[TTL]	
1.3321	1.6320	320.4488	Pacer[TTL]	
1.3361	1.6300	322.3648	Pacer[TTL]	
1.3401	1.6310	322.3657	Pacer[TTL]	
1.3441	1.6300	324.2828	Pacer[TTL]	
1.3481	1.6310	324.2837	Pacer[TTL]	
1.3521	1.6310	326.2008	Pacer[TTL]	
1.3561	1.6310	326.2018	Pacer[TTL]	
1.3601	1.6320	328.1187	Pacer[TTL]	
1.3641	1.6310	328.1198	Pacer[TTL]	
1.3681	1.6310	330.0358	Pacer[TTL]	
1.3721	1.6310	330.0367	Pacer[TTL]	
1.3761	1.6310	331.9538	Pacer[TTL]	
1.3801	1.6310	331.9547	Pacer[TTL]	
1.3841	1.6320	333.8718	Pacer[TTL]	
1.3881	1.6320	333.8727	Pacer[TTL]	
1.3921	1.6330	335.7898	Pacer[TTL]	
1.3961	1.6320	335.7908	Pacer[TTL]	
1.4001	1.6320	337.7067	Pacer[TTL]	
1.4041	1.6320	337.7088	Pacer[TTL]	
1.4081	1.6330	339.6248	Pacer[TTL]	
1.4121	1.6330	339.6257	Pacer[TTL]	
1.4161	1.6340	341.5428	Pacer[TTL]	
1.4201	1.6330	341.5437	Pacer[TTL]	
1.4241	1.6330	343.4608	Pacer[TTL]	
1.4281	1.6340	343.4617	Pacer[TTL]	
1.4321	1.6350	345.3788	Pacer[TTL]	
1.4361	1.6340	345.3798	Pacer[TTL]	
1.4401	1.6340	347.2957	Pacer[TTL]	
1.4441	1.6350	347.2967	Pacer[TTL]	
1.4481	1.6350	349.2138	Pacer[TTL]	
1.4521	1.6350	349.2147	Pacer[TTL]	
1.4561	1.6350	351.1318	Pacer[TTL]	
1.4601	1.6350	351.1327	Pacer[TTL]	
1.4641	1.6360	353.0498	Pacer[TTL]	
1.4681	1.6360	353.0507	Pacer[TTL]	
1.4721	1.6350	354.9667	Pacer[TTL]	
1.4761	1.6360	354.9678	Pacer[TTL]	
1.4801	1.6350	356.8847	Pacer[TTL]	
1.4841	1.6350	356.8857	Pacer[TTL]	
1.4881	1.6350	358.8028	Pacer[TTL]	
1.4921	1.6360	358.8037	Pacer[TTL]	
1.4961	1.6350	360.7208	Pacer[TTL]	
1.5001	1.6350	360.7217	Pacer[TTL]	
1.5041	1.6350	362.6377	Pacer[TTL]	
1.5081	1.6350	362.6397	Pacer[TTL]	
1.5121	1.6340	364.5557	Pacer[TTL]	
1.5161	1.6350	364.5568	Pacer[TTL]	
1.5201	1.6340	366.4737	Pacer[TTL]	
1.5241	1.6340	366.4747	Pacer[TTL]	
1.5281	1.6350	368.3918	Pacer[TTL]	
1.5321	1.6350	368.3927	Pacer[TTL]	
1.5361	1.6340	370.3098	Pacer[TTL]	
1.5401	1.6340	370.3107	Pacer[TTL]	
1.5441	1.6340	372.2267	Pacer[TTL]	
1.5481	1.6340	372.2278	Pacer[TTL]	
1.5521	1.6340	374.1447	Pacer[TTL]	
1.5561	1.6340	374.1458	Pacer[TTL]	
1.5601	1.6350	376.0627	Pacer[TTL]	
1.5641	1.6340	376.0638	Pacer[TTL]	
1.5681	1.6340	377.9808	Pacer[TTL]	
1.5721	1.6330	377.9817	Pacer[TTL]	
1.5761	1.6340	379.8977	Pacer[TTL]	
1.5801	1.6330	379.8988	Pacer[TTL]	
1.5841	1.6340	381.8157	Pacer[TTL]	
1.5881	1.6330	381.8168	Pacer[TTL]	
1.5921	1.6330	383.7337	Pacer[TTL]	
1.5961	1.6330	383.7348	Pacer[TTL]	
1.6001	1.6330	385.6517	Pacer[TTL]	
1.6041	1.6330	385.6528	Pacer[TTL]	
1.6081	1.6330	387.5688	Pacer[TTL]	
1.6121	1.6330	387.5707	Pacer[TTL]	
1.6161	1.6330	389.4867	Pacer[TTL]	
1.6201	1.6330	389.4878	Pacer[TTL]	
1.6241	1.6330	391.4047	Pacer[TTL]	
1.6281	1.6330	391.4058	Pacer[TTL]	
1.6321	1.6340	393.3227	Pacer[TTL]	
1.6361	1.6330	393.3238	Pacer[TTL]	
1.6401	1.6340	395.2407	Pacer[TTL]	
1.6441	1.6340	395.2418	Pacer[TTL]	
1.6481	1.6350	397.1578	Pacer[TTL]	
1.6521	1.6340	397.1587	Pacer[TTL]	
1.6561	1.6360	399.0758	Pacer[TTL]	
1.6601	1.6350	399.0768	Pacer[TTL]	
1.6641	1.6350	400.9937	Pacer[TTL]	
1.6681	1.6360	400.9948	Pacer[TTL]	
1.6721	1.6360	402.9117	Pacer[TTL]	
1.6761	1.6360	402.9128	Pacer[TTL]	
1.6801	1.6360	404.8288	Pacer[TTL]	
1.6841	1.6370	404.8297	Pacer[TTL]	
1.6881	1.6360	406.7468	Pacer[TTL]	
1.6921	1.6360	406.7477	Pacer[TTL]	
1.6961	1.6360	408.6648	Pacer[TTL]	
1.7001	1.6370	408.6658	Pacer[TTL]	
1.7041	1.6370	410.5827	Pacer[TTL]	
1.7081	1.6370	410.5838	Pacer[TTL]	
1.7121	1.6370	412.4998	Pacer[TTL]	
1.7161	1.6370	412.5018	Pacer[TTL]	
1.7201	1.6370	414.4178	Pacer[TTL]	
1.7241	1.6370	414.4187	Pacer[TTL]	
1.7281	1.6370	416.3358	Pacer[TTL]	
1.7321	1.6370	416.3367	Pacer[TTL]	
1.7361	1.6370	418.2538	Pacer[TTL]	
1.7401	1.6370	418.2548	Pacer[TTL]	
1.7441	1.6370	420.1717	Pacer[TTL]	
1.7481	1.6370	420.1728	Pacer[TTL]	
1.7521	1.6370	422.0888	Pacer[TTL]	
1.7561	1.6370	422.0897	Pacer[TTL]	
1.7601	1.6360	424.0068	Pacer[TTL]	
1.7641	1.6370	424.0077	Pacer[TTL]	
1.7681	1.6370	425.9248	Pacer[TTL]	
1.7721	1.6370	425.9257	Pacer[TTL]	
1.7761	1.6370	427.8428	Pacer[TTL]	
1.7801	1.6360	427.8438	Pacer[TTL]	
1.7841	1.6370	429.7597	Pacer[TTL]	
1.7881	1.6360	429.7607	Pacer[TTL]	
1.7921	1.6360	431.6778	Pacer[TTL]	
1.7961	1.6360	431.6787	Pacer[TTL]	
1.8001	1.6360	433.5958	Pacer[TTL]	
1.8041	1.6350	433.5967	Pacer[TTL]	
1.8081	1.6360	435.5138	Pacer[TTL]	
1.8121	1.6350	435.5147	Pacer[TTL]	
1.8161	1.6360	437.4307	Pacer[TTL]	
1.8201	1.6350	437.4327	Pacer[TTL]	
1.8241	1.6350	439.3487	Pacer[TTL]	
1.8281	1.6340	439.3497	Pacer[TTL]	
1.8321	1.6350	441.2668	Pacer[TTL]	
1.8361	1.6340	441.2677	Pacer[TTL]	
1.8401	1.6330	443.1848	Pacer[TTL]	
1.8441	1.6330	443.1857	Pacer[TTL]	
1.8481	1.6330	445.1028	Pacer[TTL]	
1.8521	1.6330	445.1037	Pacer[TTL]	
1.8561	1.6310	447.0197	Pacer[TTL]	
1.8601	1.6310	447.0208	Pacer[TTL]	
1.8641	1.6310	448.9377	Pacer[TTL]	
1.8681	1.6300	448.9388	Pacer[TTL]	
1.8721	1.6300	450.8558	Pacer[TTL]	
1.8761	1.6310	450.8567	Pacer[TTL]	
1.8801	1.6310	452.7738	Pacer[TTL]	
1.8841	1.6310	452.7747	Pacer[TTL]	
1.8881	1.6310	454.6907	Pacer[TTL]	
1.8921	1.6310	454.6918	Pacer[TTL]	
1.8961	1.6320	456.6087	Pacer[TTL]	
1.9001	1.6320	456.6098	Pacer[TTL]	
1.9041	1.6310	458.5267	Pacer[TTL]	
1.9081	1.6310	458.5278	Pacer[TTL]	
1.9121	1.6320	460.4447	Pacer[TTL]	
1.9161	1.6320	460.4457	Pacer[TTL]	
1.9201	1.6320	462.3617	Pacer[TTL]	
1.9241	1.6330	462.3637	Pacer[TTL]	
1.9281	1.6320	464.2797	Pacer[TTL]	
1.9321	1.6320	464.2808	Pacer[TTL]	
1.9361	1.6320	466.1977	Pacer[TTL]	
1.9401	1.6330	466.1988	Pacer[TTL]	
1.9441	1.6330	468.1157	Pacer[TTL]	
1.9481	1.6330	468.1168	Pacer[TTL]	
1.9521	1.6330	470.0337	Pacer[TTL]	
1.9561	1.6340	470.0347	Pacer[TTL]	
1.9601	1.6340	471.9508	Pacer[TTL]	
1.9641	1.6340	471.9518	Pacer[TTL]	
1.9681	1.6340	473.8687	Pacer[TTL]	
1.9721	1.6340	473.8698	Pacer[TTL]	
1.9761	1.6350	475.7867	Pacer[TTL]	
1.9801	1.6350	475.7878	Pacer[TTL]	
1.9841	1.6340	477.7047	Pacer[TTL]	
1.9881	1.6350	477.7058	Pacer[TTL]	
1.9921	1.6340	479.6218	Pacer[TTL]	
1.9961	1.6350	479.6227	Pacer[TTL]	
2.0001	1.6340	481.5398	Pacer[TTL]	
2.0041	1.6350	481.5408	Pacer[TTL]	
2.0081	1.6350	483.4577	Pacer[TTL]	
2.0121	1.6350	483.4588	Pacer[TTL]	
2.0161	1.6350	485.3757	Pacer[TTL]	
2.0201	1.6350	485.3768	Pacer[TTL]	
2.0241	1.6350	487.2928	Pacer[TTL]	
2.0281	1.6350	487.2948	Pacer[TTL]	
2.0321	1.6350	489.2108	Pacer[TTL]	
2.0361	1.6350	489.2117	Pacer[TTL]	
2.0401	1.6350	491.1288	Pacer[TTL]	
2.0441	1.6350	491.1298	Pacer[TTL]	
2.0481	1.6350	493.0467	Pacer[TTL]	
2.0521	1.6360	493.0478	Pacer[TTL]	
2.0561	1.6360	494.9647	Pacer[TTL]	
2.0601	1.6350	494.9658	Pacer[TTL]	
2.0641	1.6350	496.8818	Pacer[TTL]	
2.0681	1.6360	496.8827	Pacer[TTL]	
2.0721	1.6360	498.7998	Pacer[TTL]	
2.0761	1.6350	498.8007	Pacer[TTL]	
2.0801	1.6350	500.7178	Pacer[TTL]	
2.0841	1.6360	500.7188	Pacer[TTL]	
2.0881	1.6360	502.6357	Pacer[TTL]	
2.0921	1.6360	502.6368	Pacer[TTL]	
2.0961	1.6360	504.5528	Pacer[TTL]	
2.1001	1.6360	504.5537	Pacer[TTL]	
2.1041	1.6340	506.4708	Pacer[TTL]	
2.1081	1.6200	506.4717	Pacer[TTL]	
2.1121	1.6020	508.3888	Pacer[TTL]	
2.1161	1.5830	508.3897	Pacer[TTL]	
2.1201	1.5670	510.3068	Pacer[TTL]	
2.1241	1.5500	510.3077	Pacer[TTL]	
2.1281	1.5380	512.2237	Pacer[TTL]	
2.1321	1.5320	512.2257	Pacer[TTL]	
2.1361	1.5260	514.1418	Pacer[TTL]	
2.1401	1.5170	514.1427	Pacer[TTL]	
